Voucher No.,Date,Particulars,Category,Type,Quantity,AltUnits,Rate,INRvalue,Distributors
PFRN/22-23/0089,11-04-2022,"Hanuman 54""blue",Hanuman,Sales,150.77,3600,12,43200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,150.9,900,37,33300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,168.7,1080,34,36720,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,138.24,2700,15,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"Lotus 54""Blue",Lotus,Sales,15.9,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"Lotus 54"" Violet",Lotus,Sales,15.06,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"Lotus 54"" Rose Pink",Lotus,Sales,15.22,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"Lotus 54"" Sky Blue",Lotus,Sales,45.78,900,15,13500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"Lotus 54"" Light Sea Green",Lotus,Sales,44.66,900,15,13500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0090,11-04-2022,"Lotus 54"" Badam Pink",Lotus,Sales,15.12,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0106,11-04-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,175.77,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0106,11-04-2022,"Hanuman 54""blue",Hanuman,Sales,154.85,3600,12.5,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0106,11-04-2022,"Suvasini 54""Blue",Suvasini,Sales,142.55,2700,14.5,39150,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0112,12-04-2022,"Suvasini 104"" Green",Suvasini,Sales,1225.77,13000,30,390000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0119,12-04-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,174.78,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0119,12-04-2022,"Lotus 54"" Sky Blue",Lotus,Sales,165.6,3000,15,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"Suvasini 54""Blue",Suvasini,Sales,280.16,5400,14.5,78300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,155.85,900,37,33300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"Hanuman 54""blue",Hanuman,Sales,151.42,3600,12,43200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,174.58,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,475.95,6750,18,121500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"Priyadarshini 54"" Zebra",Priyadarshini,Sales,156.99,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,130.38,2700,15,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"Priyalite 54"" Blue",Priyalite,Sales,135,2250,16,36000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0133,13-04-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,137.82,2250,16,36000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,242.18,3750,16,60000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Lotus 54""Ivory",Lotus,Sales,25.84,500,15,7500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,226.55,4500,15,67500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Lotus 54"" Rose Pink",Lotus,Sales,38.84,750,15,11250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Hanuman 54""blue",Hanuman,Sales,251.44,6000,12,72000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Lotus 54"" Sky Blue",Lotus,Sales,82.56,1500,15,22500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Suvasini 54""Blue",Suvasini,Sales,235.8,4500,14.5,65250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Lotus 54"" Light Sea Green",Lotus,Sales,76.74,1500,15,22500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0159,15-04-2022,"Lotus 54"" Badam Pink",Lotus,Sales,38.8,750,15,11250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0216,22-04-2022,"Lotus 54"" Sky Blue",Lotus,Sales,161.4,3000,15,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0216,22-04-2022,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,335.53,2160,34,73440,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0216,22-04-2022,"24 LQ 42"" White",Mesh_Fabrics,Sales,130.08,2700,13,35100,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0222,22-04-2022,"Suvasini 104"" Green",Suvasini,Sales,1211.66,13000,30,390000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Hanuman 54"" Sky Blue/ivory",Hanuman,Sales,49.07,1200,12,14400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,177.7,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,41.86,900,12,10800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Suvasini 54""Blue",Suvasini,Sales,139.83,2700,14.5,39150,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Hanuman54""olive Green",Hanuman,Sales,37.62,900,12,10800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Hanuman 54""Badam Pink/Olive Green",Hanuman,Sales,25.84,600,12,7200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,159.02,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Lotus 54""Ivory",Lotus,Sales,15.84,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Lotus 54"" Violet",Lotus,Sales,15.48,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Lotus 54"" Rose Pink",Lotus,Sales,22.68,450,15,6750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Lotus 54"" Sky Blue",Lotus,Sales,41.4,750,15,11250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Lotus 54"" Light Sea Green",Lotus,Sales,38.1,750,15,11250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0242,25-04-2022,"Lotus 54"" Badam Pink",Lotus,Sales,22.95,450,15,6750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0245,26-04-2022,"Priyadarshini 60""Blue",Priyadarshini,Sales,176.06,2250,19,42750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0245,26-04-2022,"Suvasini 60"" Blue",Suvasini,Sales,160.96,2700,15.5,41850,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0245,26-04-2022,"40 Mesh LQ42""ZZ White (Green Border)",Mesh_Fabrics,Sales,172.03,4500,12,54000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0268,27-04-2022,"Hanuman 84"" Olive Green
",Hanuman,Sales,139.36,1889,311.76,43447,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0268,27-04-2022,"Hanuman 104"" Olive Green",Hanuman,Sales,288.1,3561,28,99708,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0268,27-04-2022,"Suvasini 104"" Green",Suvasini,Sales,769.95,8000,30,240000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"20 MeshMQ84"" RP Light Blue",Mesh_Fabrics,Sales,164.86,1080,30,32400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Suvasini 120"" Blue",Suvasini,Sales,57.7,500,32,16000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"24 LQ 42"" White",Mesh_Fabrics,Sales,132.1,2700,13,35100,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Priyalite 84"" Blue",Priyalite,Sales,58.92,600,24,14400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,154.8,1800,16,28800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Lotus 54""Ivory",Lotus,Sales,16.11,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Lotus 54"" Violet",Lotus,Sales,15.38,300,15,4500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Lotus 54"" Rose Pink",Lotus,Sales,24.21,450,15,6750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Lotus 54"" Sky Blue",Lotus,Sales,41.4,750,15,11250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Kangaroo Fabric 84"" Blue",Kangaroo,Sales,62.72,500,32,16000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Lotus 54"" Light Sea Green",Lotus,Sales,38.88,750,15,11250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Lotus 54"" Badam Pink",Lotus,Sales,23.12,450,15,6750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,177.87,2250,20,45000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,161.84,2250,18,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0269,27-04-2022,"30 LQ 42"" Green",Mesh_Fabrics,Sales,137.23,2700,15,40500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"Lotus 54"" Sky Blue",Lotus,Sales,316.77,6000,15,90000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,157.84,900,37,33300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"Hanuman 54"" Sky Blue/ivory",Hanuman,Sales,49.01,1200,12,14400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,41.94,900,12,10800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"Hanuman54""olive Green",Hanuman,Sales,37.62,900,12,10800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"Hanuman 54""B.Pink/O.Green",Hanuman,Sales,25.84,600,12,7200,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,164.5,1080,34,36720,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0295,30-04-2022,"20 MQ 42"" White",Mesh_Fabrics,Sales,154.22,1800,20,36000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/22-23/0400,12-05-2022,"20MESHMQ84""ORANGE",Mesh_Fabrics,Sales,165.8,1080,33,35640,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,"20 MESH MQ 84"" Violet",Mesh_Fabrics,Sales,107.5,720,33,23760,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,20 MESH MQ 84 Radium Green,Mesh_Fabrics,Sales,164,1080,33,35640,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,"20MESHMQ84""Gray",Mesh_Fabrics,Sales,111.02,720,33,23760,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,283.03,4500,16,72000,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,599.35,7500,20,150000,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,532.58,7500,18,135000,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,20MESHMQ84BLUE,Mesh_Fabrics,Sales,258.04,1500,36,54000,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,"20 SHQ 48"" White",Mesh_Fabrics,Sales,225.88,1200,40,48000,Anantadeb Madanmohan & Co.
PFRN/22-23/0400,12-05-2022,"20MESHMQ84""GREEN",Mesh_Fabrics,Sales,113.1,720,33,23760,Anantadeb Madanmohan & Co.
PFRN/22-23/0407,13-05-2022,"30 LQ 42"" Green",Mesh_Fabrics,Sales,225.6,4500,15,67500,Anantadeb Madanmohan & Co.
PFRN/22-23/0407,13-05-2022,20MESHMQ84BLUE,Mesh_Fabrics,Sales,262.6,1500,36,54000,Anantadeb Madanmohan & Co.
PFRN/22-23/0407,13-05-2022,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,256.65,1500,36,54000,Anantadeb Madanmohan & Co.
PFRN/22-23/0407,13-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,530.21,7500,18,135000,Anantadeb Madanmohan & Co.
PFRN/22-23/0407,13-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,255.43,5000,15,75000,Anantadeb Madanmohan & Co.
PFRN/22-23/0407,13-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,596.19,7500,20,150000,Anantadeb Madanmohan & Co.
PFRN/22-23/0407,13-05-2022,"Priyalite 54"" Sea Green",Priyalite,Sales,239.49,3750,16,60000,Anantadeb Madanmohan & Co.
PFRN/22-23/0307,03-05-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,485.11,9000,16,144000,A R Traders
PFRN/22-23/0330,05-05-2022,"20 MQ 48"" White",Mesh_Fabrics,Sales,183.42,1800,26,46800,A R Traders
PFRN/22-23/0330,05-05-2022,"30 LQ 42"" White",Mesh_Fabrics,Sales,135.9,2700,16,43200,A R Traders
PFRN/22-23/0330,05-05-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,137.3,2700,16,43200,A R Traders
PFRN/22-23/0345,06-05-2022,"24 LQ 42"" White",Mesh_Fabrics,Sales,83.97,1800,15.5,27900,A R Traders
PFRN/22-23/0345,06-05-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,92.12,1800,16,28800,A R Traders
PFRN/22-23/0401,12-05-2022,"40 LQ 48""black",Mesh_Fabrics,Sales,64.3,900,20,18000,A R Traders
PFRN/22-23/0401,12-05-2022,"40 LQ 48""WHITE",Mesh_Fabrics,Sales,113.58,1500,25,37500,A R Traders
PFRN/22-23/0401,12-05-2022,"60 LQ 42""  White",Mesh_Fabrics,Sales,315.9,4500,23,103500,A R Traders
PFRN/22-23/0411,13-05-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,218.42,4500,16,72000,A R Traders
PFRN/22-23/0461,19-05-2022,"20 MQ 48"" White",Mesh_Fabrics,Sales,120.63,1200,26,31200,A R Traders
PFRN/22-23/0461,19-05-2022,"30 LQ 42"" White",Mesh_Fabrics,Sales,138.95,2700,16,43200,A R Traders
PFRN/22-23/0461,19-05-2022,"60 LQ 42""  White",Mesh_Fabrics,Sales,305.67,4500,23,103500,A R Traders
PFRN/22-23/0499,23-05-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,367.15,7200,16,115200,A R Traders
PFRN/22-23/0499,23-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,110.1,2100,15.5,32550,A R Traders
PFRN/22-23/0503,23-05-2022,"40 MESH MQ 84"" M.WHITE",Mesh_Fabrics,Sales,104.4,1200,26,31200,A R Traders
PFRN/22-23/0511,24-05-2022,"24 LQ 60"" Black",Mesh_Fabrics,Sales,94.66,1200,26,31200,A R Traders
PFRN/22-23/0536,25-05-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,91.2,1800,16,28800,A R Traders
PFRN/22-23/0536,25-05-2022,"24 LQ 60"" Black",Mesh_Fabrics,Sales,139.42,1800,26,46800,A R Traders
PFRN/22-23/0536,25-05-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,244.3,4500,16,72000,A R Traders
PFRN/22-23/0561,26-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,271.6,5250,15.5,81375,A R Traders
PFRN/22-23/0573,30-05-2022,24MESHLQ84BLACK,Mesh_Fabrics,Sales,90.24,900,32,28800,A R Traders
PFRN/22-23/0573,30-05-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,143.9,2700,16,43200,A R Traders
PFRN/22-23/0589,31-05-2022,"24 LQ 42"" Black",Mesh_Fabrics,Sales,477.91,9000,16,144000,A R Traders
PFRN/22-23/0393,11-05-2022,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,658.55,8250,19,156750,Fair Deal Traders
PFRN/22-23/0393,11-05-2022,"Priyalite 60""Sea Green",Priyalite,Sales,466.42,6750,17,114750,Fair Deal Traders
PFRN/22-23/0410,13-05-2022,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,599.77,7500,19,142500,Fair Deal Traders
PFRN/22-23/0456,19-05-2022,"Priyalite 60""Sea Green",Priyalite,Sales,1008.03,15000,17,255000,Fair Deal Traders
PFRN/22-23/0456,19-05-2022,"HEERAPANNA 60"" S.GREEN",HeeraPanna,Sales,596.24,7500,19,142500,Fair Deal Traders
PFRN/22-23/0506,24-05-2022,"Priyalite 60""Sea Green",Priyalite,Sales,513.06,7500,17,127500,Fair Deal Traders
PFRN/22-23/0506,24-05-2022,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,828.96,5400,33,178200,Fair Deal Traders
PFRN/22-23/0507,24-05-2022,"20 MeshMQ84"" RP Light Blue",Mesh_Fabrics,Sales,547.48,3600,30,108000,Fair Deal Traders
PFRN/22-23/0507,24-05-2022,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,862.32,15000,14.5,217500,Fair Deal Traders
PFRN/22-23/0508,24-05-2022,"Heera Panna 54"" Sky Blue",HeeraPanna,Sales,1432.7,25000,14.5,362500,Fair Deal Traders
PFRN/22-23/0305,02-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,1123.51,15750,20,315000,Goutam Enterprises
PFRN/22-23/0550,25-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,295.84,3750,21,78750,Goutam Enterprises
PFRN/22-23/0550,25-05-2022,"Kangaroo Fabric 54""White",Kangaroo,Sales,1269.68,16000,22,352000,Goutam Enterprises
PFRN/22-23/0550,25-05-2022,"Priyadarshini 54"" White",Priyadarshini,Sales,533.69,7500,18,135000,Goutam Enterprises
PFRN/22-23/0594,31-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,657.9,8250,21,173250,Goutam Enterprises
PFRN/22-23/0594,31-05-2022,"Kangaroo Fabric 54""White",Kangaroo,Sales,2402.71,30000,22,660000,Goutam Enterprises
PFRN/22-23/0594,31-05-2022,"Priyadarshini 54"" White",Priyadarshini,Sales,211.9,3000,18,54000,Goutam Enterprises
PFRN/22-23/0594,31-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,102.3,1500,18,27000,Goutam Enterprises
PFRN/22-23/0302,02-05-2022,"20 MeshMQ84"" RP Light Blue",Mesh_Fabrics,Sales,278.64,1800,30,54000,M/s Parameshwa Rao Traders
PFRN/22-23/0315,04-05-2022,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,142.04,2700,15,40500,M/s Parameshwa Rao Traders
PFRN/22-23/0568,30-05-2022,"20MESHMQ84""IVORY",Mesh_Fabrics,Sales,203.3,1200,35,42000,M/s Parameshwa Rao Traders
PFRN/22-23/0318,04-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,196.8,2400,16.05,38520,MTR Foods Private Limited
PFRN/22-23/0318,04-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,910.2,11100,16.05,178155,MTR Foods Private Limited
PFRN/22-23/0318,04-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,196.8,2400,16.05,38520,MTR Foods Private Limited
PFRN/22-23/0399,12-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,81.3,992,15.47,15346.24,MTR Foods Private Limited
PFRN/22-23/0399,12-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,418.2,5100,15.47,78897,MTR Foods Private Limited
PFRN/22-23/0399,12-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,820,10000,15.47,154700,MTR Foods Private Limited
PFRN/22-23/0408,13-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,123,1500,15.47,23205,MTR Foods Private Limited
PFRN/22-23/0455,19-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,123,1500,15.47,23205,MTR Foods Private Limited
PFRN/22-23/0455,19-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,467.4,5700,15.47,88179,MTR Foods Private Limited
PFRN/22-23/0455,19-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,467.4,5700,15.47,88179,MTR Foods Private Limited
PFRN/22-23/0554,26-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,49.2,600,15.47,9282,MTR Foods Private Limited
PFRN/22-23/0554,26-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,172.2,2100,15.47,32487,MTR Foods Private Limited
PFRN/22-23/0554,26-05-2022,PP Woven Sacks,Mesh_Fabrics,Sales,836.4,10200,15.47,157794,MTR Foods Private Limited
PFRN/22-23/0413,13-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,260.39,3750,20,75000,Patra Enterprises
PFRN/22-23/0413,13-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,496.13,8000,17,136000,Patra Enterprises
PFRN/22-23/0413,13-05-2022,"Priyalite 60"" Blue",Priyalite,Sales,106.47,1500,20,30000,Patra Enterprises
PFRN/22-23/0332,05-05-2022,"Kangaroo Fabric 60"" Blue",Kangaroo,Sales,332.56,3750,25,93750,Raghunath Agarwala
PFRN/22-23/0470,20-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,627.63,10000,17,170000,Raghunath Agarwala
PFRN/22-23/0471,20-05-2022,"Suvasini 54""Blue",Suvasini,Sales,512.36,10000,15,150000,Raghunath Agarwala
PFRN/22-23/0310,04-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,179.85,2250,20,45000,Shew Pratap Nathmull Co.
PFRN/22-23/0311,04-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,165.02,2250,18,40500,Shew Pratap Nathmull Co.
PFRN/22-23/0312,04-05-2022,"Suvasini 54""Blue",Suvasini,Sales,140.76,2700,14.5,39150,Shew Pratap Nathmull Co.
PFRN/22-23/0313,04-05-2022,"Hanuman 54""blue",Hanuman,Sales,152.18,3600,12,43200,Shew Pratap Nathmull Co.
PFRN/22-23/0314,04-05-2022,"30 LQ 42"" White",Mesh_Fabrics,Sales,137.52,2700,15,40500,Shew Pratap Nathmull Co.
PFRN/22-23/0361,09-05-2022,"Lotus 54"" Sky Blue",Lotus,Sales,104.4,2000,15,30000,Shew Pratap Nathmull Co.
PFRN/22-23/0362,09-05-2022,"Priyalite 54"" Blue",Priyalite,Sales,94.09,1500,16,24000,Shew Pratap Nathmull Co.
PFRN/22-23/0363,09-05-2022,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,116.76,1500,20,30000,Shew Pratap Nathmull Co.
PFRN/22-23/0364,09-05-2022,"Priyadarshini 54"" Blue",Priyadarshini,Sales,107.29,1500,18,27000,Shew Pratap Nathmull Co.
PFRN/22-23/0365,09-05-2022,"Priyadarshini 54"" Zebra",Priyadarshini,Sales,104.85,1500,18,27000,Shew Pratap Nathmull Co.
PFRN/22-23/0366,09-05-2022,"Suvasini 54""Blue",Suvasini,Sales,93.24,1800,14.5,26100,Shew Pratap Nathmull Co.
PFRN/22-23/0367,09-05-2022,"Priyadarshini 60""Blue",Priyadarshini,Sales,117.49,1500,19,28500,Shew Pratap Nathmull Co.
PFRN/22-23/0368,09-05-2022,"Suvasini 60"" Blue",Suvasini,Sales,107.76,1800,15.5,27900,Shew Pratap Nathmull Co.
PFRN/22-23/0369,09-05-2022,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,102.4,1200,16,19200,Shew Pratap Nathmull Co.
PFRN/22-23/0370,09-05-2022,"24 LQ 42"" White",Mesh_Fabrics,Sales,84.7,1800,13,23400,Shew Pratap Nathmull Co.
PFRN/22-23/0391,11-05-2022,"20 Mesh MQ84"" Premium White",Mesh_Fabrics,Sales,166.85,1080,34,36720,Shew Pratap Nathmull Co.
PFRN/22-23/0443,18-05-2022,"30 LQ 42"" Blue",Mesh_Fabrics,Sales,89.75,1800,15,27000,Shew Pratap Nathmull Co.
PFRN/22-23/0444,18-05-2022,"20 Mesh MQ84"" Premium White",Mesh_Fabrics,Sales,109.8,720,34,24480,Shew Pratap Nathmull Co.
PFRN/22-23/0445,18-05-2022,"20MQ 42"" BLACK",Mesh_Fabrics,Sales,106,1200,16,19200,Shew Pratap Nathmull Co.
